8,10,7.524792909622192,2.3364810049533844
8,20,8.148598909378052,4.248303681612015
8,40,16.69448757171631,7.44815132021904
8,80,32.70043754577637,24.55956643819809
8,100,79.75631523132324,40.807279497385025
8,10,4.843956470489502,1.5364935398101807
8,20,6.32648229598999,2.996062070131302
8,40,12.956169605255127,7.424594521522522
8,80,18.57800793647766,12.217294931411743
8,100,40.47955799102783,24.815824538469315
8,10,6.573124408721924,2.20509734749794
8,20,5.0362913608551025,2.9508608281612396
8,40,8.32832384109497,6.61250764131546
8,80,18.363117933273315,15.620128899812698
8,100,99.8609311580658,28.8559028506279
